NovelID,AuthorID,Sex,SexualOrientation,Author,Nationality,Born,PublicationYear,Age,Novel,Language,Original_Language,Filename,Segment,WordCount,AnalyticalThinking,Clout,Authentic,Tone,WordsPerSentence,SixLetters,Dictionary,FunctionWords,pronoun,PersonalPronouns,i,we,you,SheHe,they,ImpersonalPronouns,article,preposition,AuxiliaryVerb,adverb,conjunction,negation,verb,adjective,comparison,interrogative,number,quantifier,affect,PositiveEmotion,NegativeEmotion,anxiety,anger,sad,social,family,friend,female,male,CognitiveProcesses,insight,cause,discrepancies,tentative,certainty,differentiation,PerceptualProcesses,see,hear,feel,BiologicalProcesses,body,health,sexual,ingest,drives,affiliation,achievement,power,reward,risk,focuspast,focuspresent,focusfuture,relativity,motion,space,time,work,leisure,home,money,religion,death,informal,swear,netspeak,assent,nonfluencies,FillerWords,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostrophe,Parenthesis,OtherPunctuation
339,180,male,homosexual,Patrick Gale,British,1962,1985,23,Ease,English,English,England_Male_Gale_Ease_1985.docx,1,44156,66.92,80.79,15.04,32.33,10.28,15.8,85.08,53.3,15.46,11.49,2.46,0.28,1.71,6.33,0.72,3.95,8.08,13.56,8.3,4.65,5.93,1.66,16.94,4.12,1.8,1.23,1.4,1.36,5.45,2.9,2.52,0.37,1.11,0.5,13.26,0.51,0.21,4.92,2.35,8.76,1.99,1.01,1.34,1.85,1.23,2.31,3.81,1.5,1.18,0.9,2.77,1.38,0.58,0.16,0.71,6.25,1.28,1.66,2.99,1.06,0.42,7.71,7.12,0.96,15.7,2.52,8.64,4.98,1.54,0.92,1.02,0.39,0.65,0.2,0.98,0.11,0.09,0.26,0.49,0.04,26.65,8.78,6.1,0.07,0.12,1.09,0.18,0.74,3.25,6.2,0.11,0.01
340,180,male,homosexual,Patrick Gale,British,1962,1988,26,Facing the Tank,English,English,England_Male_Gale_Facing the Tank_1988.docx,1,99398,75.64,83.45,10.01,42.67,13.5,17.09,84.36,52.66,13.89,10.22,1.36,0.21,1.02,6.78,0.85,3.65,8.23,14.42,7.7,4.31,6.23,1.3,15.46,4.71,2.13,1.28,1.36,1.63,4.57,2.73,1.8,0.37,0.4,0.48,13.5,0.77,0.24,4.64,3.29,8.19,1.71,1.01,1.21,1.9,1.09,2.27,3.92,1.54,1.25,0.93,2.85,1.31,0.58,0.14,0.92,5.28,1.18,0.78,2.35,0.86,0.45,8.41,4.98,0.98,15.96,2.51,8.83,5.08,1.41,1.05,1.25,0.47,0.66,0.19,0.76,0.08,0.05,0.24,0.4,0.02,20.57,6.79,4.87,0.01,0.13,0.67,0.14,0.66,2.58,4.61,0.12,0.01
341,180,male,homosexual,Patrick Gale,British,1962,2005,43,Friendly Fire,English,English,England_Male_Gale_Friendly Fire_2005.docx,1,94017,63.86,83.81,10.74,42.22,12.87,17.54,85.29,53.71,15.02,11.14,1.37,0.22,1.2,7,1.35,3.87,7.17,14.01,8,5.02,6.84,1.84,16.52,4.55,2.34,1.37,1.24,1.71,4.62,2.74,1.83,0.41,0.49,0.43,15.07,0.56,0.22,4.72,3.52,10.49,2.24,1.17,1.37,2.32,1.31,3.33,3.88,1.44,1.41,0.77,2.27,1.03,0.47,0.16,0.63,5.41,1.4,0.82,2.26,0.9,0.46,8.81,5.28,0.94,14.98,2.29,7.89,5.16,1.61,1.32,1.01,0.36,0.39,0.13,0.64,0.09,0.06,0.19,0.29,0.03,21.42,7.11,5.14,0.02,0.04,0.66,0.17,0.73,2.44,5.02,0.08,0.01
342,180,male,homosexual,Patrick Gale,British,1962,1987,25,Kansas in August,English,English,England_Male_Gale_Kansas in August_1987.docx,1,44909,74.2,85.34,8.09,39.72,11.16,16.89,84.06,52.09,14.35,10.99,1.43,0.23,1.28,7.46,0.59,3.34,8.32,13.72,7.64,4.28,5.72,1.47,15.63,4.42,1.9,1.12,1.44,1.45,4.81,2.78,2,0.36,0.49,0.54,14.2,0.67,0.25,4.14,4.37,8.1,1.75,0.91,1.31,1.77,1.07,2.21,4.39,1.55,1.38,1.21,3.41,1.73,0.73,0.15,0.8,5.52,1.34,0.79,2.45,0.79,0.51,8.19,5.21,1,15.98,2.55,8.68,5.18,1.38,1.07,1.17,0.39,0.26,0.11,0.82,0.09,0.04,0.26,0.43,0.02,23.96,8.27,5.56,0.03,0.24,0.9,0.14,0.88,2.83,5.03,0.07,0.01
343,180,male,homosexual,Patrick Gale,British,1962,2000,38,Rough Music,English,English,England_Male_Gale_Rough Music_2000.docx,1,112227,58.11,83.64,8.49,38.1,11.95,16.56,86.96,55.07,15.73,11.39,1.51,0.28,1.27,7.26,1.08,4.32,7.31,13.54,8.56,5.34,6.97,1.89,17.46,4.87,2.48,1.48,0.93,1.76,5.13,2.89,2.19,0.5,0.52,0.57,14.98,0.82,0.17,3.7,4.71,11.05,2.42,1.26,1.73,2.29,1.39,3.24,4.28,1.42,1.42,1.16,2.56,1.19,0.48,0.14,0.72,5.43,1.35,0.81,2.14,0.94,0.57,8.68,5.89,1.3,14.58,2.41,7.56,4.94,1.19,1.44,0.98,0.51,0.21,0.16,0.6,0.1,0.02,0.15,0.31,0.03,22.1,7.54,5.38,0.01,0.07,0.79,0.18,0.64,2.56,4.88,0.04,0
344,180,male,homosexual,Patrick Gale,British,1962,1985,23,The Aerodynamics of Pork,English,English,England_Male_Gale_The Aerodynamics of Pork_1985.docx,1,66354,69.91,80.78,17.72,56.18,9.85,14.95,86.15,53.26,14.95,10.94,2.35,0.28,1.7,5.77,0.84,4,8.33,13.95,8.13,4.8,5.89,1.72,17.32,4.61,2.22,1.2,1.22,2.07,5.3,3.44,1.83,0.38,0.48,0.42,13.18,0.61,0.29,3.81,3.01,8.84,1.9,1.07,1.34,2.08,1.14,2.25,4.09,1.56,1.46,0.87,2.81,1.41,0.47,0.19,0.72,5.72,1.37,0.91,2.29,1.09,0.46,7.99,6.98,1.21,16.05,2.67,8.76,5.09,1.3,1.2,1.05,0.35,0.42,0.14,1.19,0.16,0.11,0.29,0.61,0.03,27.4,8.86,5.54,0.03,0.11,1.22,0.31,0.74,3.73,6.83,0.03,0.01
345,180,male,homosexual,Patrick Gale,British,1962,1996,34,The Facts of Life,English,English,England_Male_Gale_The Facts of Life_1996.docx,1,173997,69.74,85.19,7.59,32.96,12.46,18.05,85.03,53.14,15.73,12.06,1.69,0.24,1.17,7.98,0.98,3.65,7.37,14.52,7.26,4.77,5.83,1.56,15.6,4.63,2.32,1.29,0.99,1.73,5.21,2.78,2.37,0.54,0.58,0.62,15,0.68,0.22,4.03,4.9,9.7,2.27,1.11,1.33,2.16,1.27,2.61,4.23,1.39,1.35,1.19,3.44,1.65,0.9,0.23,0.72,5.47,1.32,0.95,2.2,0.91,0.52,8.08,5.39,0.94,15.14,2.31,7.94,5.33,1.41,1.17,0.95,0.49,0.3,0.21,0.65,0.12,0.02,0.17,0.31,0.03,22.48,7.23,6.18,0.01,0.07,0.71,0.19,0.57,2.58,4.92,0.01,0
346,180,male,homosexual,Patrick Gale,British,1962,1999,37,Tree Surgery for Beginners,English,English,England_Male_Gale_Tree Surgery for Beginners_1999.docx,1,84292,65.14,85.62,5.51,35.4,12.52,17.88,85.36,53.57,15.81,12.34,1.76,0.29,1.18,8.2,0.91,3.45,7.35,13.85,7.6,4.74,6.57,1.54,15.72,4.63,2.32,1.31,0.99,1.68,5.33,2.92,2.37,0.46,0.59,0.7,15.31,0.87,0.28,4.63,4.66,9.87,2.2,1.12,1.53,2.26,1.3,2.74,3.83,1.49,1.06,0.98,2.99,1.38,0.62,0.2,0.76,6.06,1.43,0.91,2.76,0.87,0.55,8.23,5.38,0.87,14.44,2.43,7.69,4.69,1.79,1.14,0.87,0.5,0.29,0.26,0.56,0.1,0.02,0.14,0.28,0.03,20.71,7.35,5.57,0.01,0.04,0.63,0.13,0.56,2.12,4.28,0.02,0
347,181,male,homosexual,Mark Gatiss,British,1966,2004,38,The Vesuvius Club,English,English,England_Male_Gatiss_The Vesuvius Club_2004.docx,1,67860,81.71,57.75,50.13,29.26,10.6,18.19,81.71,52.43,15.21,11.65,6.08,0.78,1.35,3.02,0.43,3.55,8.86,14.77,6.17,3.86,5.16,1.06,13.29,3.96,2.07,1.05,0.94,1.47,4.82,2.5,2.29,0.52,0.53,0.62,9.1,0.16,0.28,1.19,3.07,7.47,1.72,0.69,1.07,1.91,1.06,2.01,4.42,1.97,0.97,1.25,3.29,2.38,0.52,0.08,0.41,5.92,1.36,0.75,2.76,1.06,0.41,6.39,4.97,0.99,15.3,2.34,9.45,4.03,1.08,0.55,0.78,0.37,0.23,0.37,0.72,0.12,0.11,0.18,0.36,0.01,22.89,7.73,5.05,0.01,0.04,1.11,0.86,0.83,2.83,4.3,0.14,0
348,182,male,homosexual,Philip Hensher,British,1965,2011,46,King of the Badgers,English,English,England_Male_Hensher_King of the Badgers_2011.docx,1,151717,71.18,79.59,23.95,45.08,15.37,16,86.05,54.29,14.14,8.86,1.36,0.51,1.19,4.28,1.52,5.25,8.43,14.24,8.75,4.58,5.84,2.03,17.97,4.15,2.09,1.44,1.72,1.87,3.68,2.34,1.29,0.24,0.31,0.31,13.14,0.51,0.32,1.94,3.21,10.65,2.16,0.85,1.68,2.88,1.51,3.06,4.24,1.58,1.92,0.63,2.34,0.98,0.42,0.18,0.83,5.55,1.58,0.73,2.26,1.04,0.35,9.2,6.16,0.98,16.13,2.5,8.95,5.01,1.44,1.1,0.96,0.56,0.13,0.13,0.54,0.12,0.03,0.14,0.24,0.02,23.84,5.98,8.77,0.12,0.46,0.56,0.04,0.85,2.21,4.79,0.06,0.01
349,182,male,homosexual,Philip Hensher,British,1965,2002,37,The Mulberry Empire,English,English,England_Male_Hensher_The Mulberry Empire_2002.docx,1,189837,75.05,78.93,15.59,44.65,17.89,17.29,85.11,54.37,13.46,8.89,1.4,0.49,1,4.68,1.32,4.55,8.71,14.09,7.57,4.26,6.59,1.95,15.3,4.58,2.26,1.56,1.36,1.91,4.97,2.98,1.95,0.38,0.42,0.56,12.75,0.41,0.24,1.4,4.78,10.87,2.55,0.84,1.7,2.61,1.86,2.8,4.01,1.48,1.59,0.76,1.99,1.02,0.43,0.05,0.51,5.37,1.24,0.79,2.44,0.86,0.48,7.48,5.66,0.94,14.56,2.2,7.71,4.97,0.88,0.67,0.63,0.41,0.36,0.17,0.42,0.06,0.02,0.19,0.17,0,21.19,5.17,10.33,0.04,0.74,0.45,0.07,0.36,1.61,2.37,0.05,0
350,182,male,homosexual,Philip Hensher,British,1965,2008,43,The Northern Clemency,English,English,England_Male_Hensher_The Northern Clemency_2008.docx,1,257775,59.64,81.3,21.53,39.05,15.66,15.37,87.69,55.79,16.15,10.28,1.65,0.3,1.53,5.39,1.42,5.85,7.74,14.16,9.4,5,6.06,2.36,19.49,4.31,2.32,1.53,1.4,1.97,3.82,2.26,1.51,0.28,0.41,0.31,14.56,0.61,0.19,3.21,3.22,11.67,2.41,0.93,1.69,3.1,1.68,3.39,4.67,1.54,2.36,0.67,2.12,0.92,0.44,0.1,0.68,5.03,1.17,0.79,2.08,1.01,0.37,9.66,6.46,1.04,15.9,2.54,8.62,5.06,1.28,1.04,1,0.57,0.11,0.11,0.52,0.09,0.02,0.13,0.25,0.03,26.2,5.8,9.47,0.11,0.51,0.6,0.02,0.66,2.71,6.27,0.05,0
351,183,male,homosexual,Alan Hollinghurst,British,1954,1994,40,The Folding Star,English,English,England_Male_Hollinghurst_The Folding Star_1994.docx,1,162970,71.14,58.53,46.25,38.75,19.28,16.55,85.94,55.63,15.66,11.24,5.16,0.61,0.81,4,0.66,4.41,8.35,14.95,7.35,4.71,6.94,1.34,15.4,4.54,2.12,1.46,1.12,1.57,4.63,2.65,1.92,0.52,0.44,0.49,10.25,0.38,0.28,0.9,3.84,10.12,2.4,0.82,1.56,2.94,1.22,2.88,4.5,2.06,1.21,1.06,2.56,1.35,0.44,0.26,0.54,5.26,1.53,0.81,2.03,0.82,0.42,8.41,4.61,0.86,15.56,2.32,8.77,4.95,1.05,1.14,0.75,0.34,0.23,0.15,0.6,0.14,0.04,0.15,0.27,0.02,18.85,4.96,6.46,0.22,0.37,0.38,0.08,1.13,1.58,3.56,0.11,0.01
352,183,male,homosexual,Alan Hollinghurst,British,1954,2004,50,The Line of Beauty,English,English,England_Male_Hollinghurst_The Line of Beauty_2004.docx,1,160436,72.98,82.54,9.99,55.41,15.94,16.49,84.34,52.64,14,9.34,1.15,0.3,0.95,5.99,0.96,4.65,8.27,14.15,7.47,4.63,6.77,1.48,16.55,4.6,2.08,1.38,1.04,1.51,5.52,3.51,1.93,0.56,0.44,0.42,13.8,0.4,0.35,1.59,5.26,10.2,2.54,0.83,1.48,2.77,1.34,2.9,5.57,2.14,2.29,1,2.29,1.12,0.41,0.29,0.49,5.24,1.35,0.77,2.13,0.99,0.44,9,5.15,0.92,14.18,2.13,8.24,4.2,1.02,1.04,0.89,0.39,0.24,0.08,1.11,0.16,0.09,0.34,0.61,0.03,25.16,6.11,8.59,0.16,0.29,0.49,0.27,0.66,2.91,5.61,0.08,0
353,183,male,homosexual,Alan Hollinghurst,British,1954,2017,63,The Sparsholt Affair,English,English,England_Male_Hollinghurst_The Sparsholt Affair_2017.docx,1,147318,74.53,80.85,19.86,50.73,15.99,15.03,85.48,53.61,14.65,10.2,1.81,0.32,0.99,6.05,1.02,4.44,8.37,14.78,6.97,4.76,6.59,1.45,16.36,4.87,2.24,1.42,1.32,1.62,4.56,2.92,1.58,0.51,0.29,0.36,13.64,0.63,0.24,1.54,5.58,9.59,2.25,0.73,1.43,2.69,1.2,2.91,5.85,2.48,2.13,1.18,2.26,1.27,0.34,0.14,0.53,5.17,1.21,0.78,2.21,0.94,0.45,9.36,4.68,0.96,16.43,2.45,9.42,5.1,0.97,0.97,0.86,0.29,0.11,0.14,0.99,0.05,0.05,0.28,0.66,0.03,25.43,6.23,9.12,0.17,0.29,0.68,0.18,0.59,2.83,5.23,0.11,0.01
354,183,male,homosexual,Alan Hollinghurst,British,1954,1998,44,The Spell,English,English,England_Male_Hollinghurst_The Spell_1998.docx,1,96253,76.88,79.55,14.15,49.31,17.19,16.65,84.48,53.56,13.47,8.9,1.1,0.19,0.9,5.82,0.9,4.55,8.61,14.98,7.49,4.65,6.86,1.33,16.08,4.45,2.04,1.46,1.06,1.54,4.92,3.03,1.77,0.53,0.37,0.42,12.48,0.23,0.38,0.28,6.21,10.09,2.47,0.87,1.56,2.87,1.23,2.76,5.01,1.96,1.74,1.11,2.84,1.34,0.46,0.41,0.69,4.79,1.13,0.8,1.93,0.9,0.41,9.05,4.58,0.96,15.62,2.32,8.7,5.03,0.89,1.19,0.84,0.32,0.12,0.09,0.71,0.13,0.04,0.2,0.34,0.04,21.49,5.8,6.9,0.12,0.44,0.42,0.07,1.18,2.11,4.39,0.04,0
355,183,male,homosexual,Alan Hollinghurst,British,1954,2011,57,The Stranger's Child,English,English,England_Male_Hollinghurst_The Stranger_s Child_2011.docx,1,177448,73.8,81.91,12.52,54.6,15.43,16.08,84.6,52.97,14.19,9.83,1.53,0.29,1,6.12,0.89,4.35,8.12,14.47,7.19,5.08,6.23,1.48,16.14,4.68,2.21,1.27,1.14,1.73,5.23,3.34,1.81,0.61,0.36,0.41,13.83,0.61,0.28,2.78,4.57,10.54,2.54,0.68,1.58,3.05,1.46,2.96,5.53,2.1,2.2,1.09,1.96,1.08,0.39,0.08,0.41,5.28,1.21,0.76,2.45,0.88,0.38,8.76,5.06,1,14.78,2.05,8.53,4.62,1.32,0.97,0.82,0.25,0.16,0.2,1.09,0.04,0.09,0.26,0.77,0.03,26.13,6.7,8.88,0.19,0.29,0.61,0.32,0.83,2.96,5.2,0.13,0.03
356,183,male,homosexual,Alan Hollinghurst,British,1954,1988,34,The Swimming Pool Library,English,English,England_Male_Hollinghurst_The Swimming Pool Library_1988.docx,1,130477,70.37,57.15,47.96,40.87,17.74,17.66,85.99,55.02,15.58,10.91,5.08,0.62,0.83,3.71,0.66,4.66,7.91,14.97,7.34,5.04,6.64,1.29,15.15,4.84,2.23,1.55,1.06,1.94,4.71,2.72,1.88,0.53,0.46,0.38,9.84,0.2,0.29,0.18,4.31,10.15,2.19,0.86,1.45,2.85,1.35,2.91,4.49,2.1,1.06,1.15,2.89,1.63,0.45,0.36,0.55,5.39,1.51,0.73,2.23,0.89,0.39,8.03,4.99,0.91,15.67,2.29,9.11,4.68,1.05,1.17,0.77,0.32,0.18,0.12,0.63,0.21,0.04,0.13,0.24,0.02,20.61,5.46,7.65,0.22,0.24,0.41,0.09,0.94,1.65,3.28,0.19,0.49
357,184,male,homosexual,Christopher Isherwood,British,1904,1964,60,A Single Man,English,English,England_Male_Isherwood_A Single Man_1964.docx,1,43479,56.95,76.44,22.39,35.58,13.63,16.19,86.74,55.47,15.67,9.89,1.78,0.63,1.7,4.16,1.61,5.76,7.14,13.86,8.95,5.86,6.32,2.25,16.64,4.65,2.26,1.56,1.07,2.27,5.31,2.9,2.33,0.52,0.76,0.4,12.33,0.22,0.27,1.36,3.59,11.96,2.37,1.26,1.51,3.09,1.95,3.27,3.05,1.21,1,0.66,2.53,1.15,0.6,0.13,0.67,5.98,1.36,0.8,2.6,1.09,0.49,2.97,11.73,1.3,14.69,1.97,7.76,5.29,1.33,1.13,0.76,0.37,0.26,0.24,0.86,0.16,0.01,0.26,0.42,0.02,23.66,6.41,7.75,0.09,0.79,0.97,0.52,0.99,1.52,4.24,0.39,0
358,185,male,homosexual,Jonathan Kemp,British,1967,2015,48,Ghosting,English,English,England_Male_Kemp_Ghosting_2015.docx,1,50498,62.31,83.43,12.65,42.1,13.11,14.17,88.36,55.51,17.54,13.1,2.33,0.32,1.29,8.22,0.94,4.42,7.71,14.58,7.77,4.78,6.32,2,17.86,4.49,2.46,1.65,1.18,1.86,5.29,3.06,2.16,0.55,0.55,0.62,15.6,0.54,0.13,6.08,2.94,10.64,2.66,1.11,1.54,2.27,1.51,2.9,5.21,2.03,1.88,1.09,3.44,1.76,0.79,0.25,0.63,5.1,1.34,0.84,1.84,1,0.44,4.9,9.94,1,16.02,2.61,8.29,5.55,0.68,0.91,0.78,0.26,0.18,0.35,0.62,0.27,0.03,0.15,0.14,0.03,23.6,6.63,7.08,0.18,0.46,0.85,0.19,0.33,2.26,5.58,0.02,0.01
359,186,male,homosexual,Francis King,British,1923,1983,50,Act of Darkness,English,English,England_Male_King_Act of Darkness_1983.docx,1,108772,68.13,79.46,12.65,22.31,13.84,15.56,85.19,55.58,15.96,10.77,1.55,0.24,1.02,7.07,0.88,5.17,7.69,15.15,7.44,4.95,6.56,1.84,14.64,4.33,2.17,1.71,1.29,1.82,4.07,1.91,2.13,0.54,0.5,0.52,13.69,0.74,0.2,5.04,3.43,10,1.81,0.9,1.46,2.34,1.54,3.25,3.91,1.54,0.96,1.23,3.36,2.11,0.66,0.13,0.57,5.27,0.96,0.69,2.85,0.7,0.35,5.89,6.66,1.16,16.06,2.2,8.98,5.24,0.92,0.71,1.1,0.33,0.26,0.26,0.72,0.08,0.02,0.19,0.42,0.01,23.23,6.15,8.27,0.33,0.22,0.82,0.51,0.63,2.21,3.98,0.1,0
360,187,male,homosexual,C. H. B. Kitchin,British,1895,1934,39,Crime at Christmas,English,English,England_Male_Kitchin_Crime at Christmas_1934.docx,1,68771,60.57,57.75,52.75,37.58,13.8,15.38,88.26,56.58,16.14,11.47,5.77,0.54,1.78,2.98,0.41,4.65,7.96,13.89,8.99,5.11,6.44,1.9,17.24,4.48,2.14,1.83,1.36,2.02,4.54,2.58,1.91,0.54,0.41,0.4,10.52,0.32,0.25,1.24,2.9,11.7,2.54,1.04,1.98,3.4,1.52,3.2,3.46,1.51,1.22,0.66,2.31,0.86,0.99,0.04,0.46,6.25,1.41,0.75,3.07,0.97,0.46,7.66,7.05,1.36,14.86,2.25,7.92,4.91,1.33,0.72,1.33,0.47,0.25,0.26,0.63,0.02,0.1,0.19,0.32,0,22.59,6.37,7.59,0.24,0.06,1.06,0.25,0.71,2,4.08,0.16,0.07
361,188,male,homosexual,Adam Mars-Jones,British,1954,2008,54,Pilcrow,English,English,England_Male_Mars-Jones_Pilcrow_2008.docx,1,216572,62.38,52.76,37.39,44.26,15.73,15.51,86.9,56.44,15.38,9.99,4.79,0.63,0.76,3.06,0.76,5.37,7.99,14.36,9.87,5,6.11,2.09,17.77,4.63,2.5,1.58,1,2.05,4.73,2.84,1.83,0.34,0.41,0.48,9.99,0.99,0.18,2.39,2.06,12.24,2.22,1.25,2.38,2.69,1.64,3.76,3.29,1.08,1.02,0.93,2.79,1.27,0.82,0.11,0.58,5.87,1.39,1.04,2.41,1.15,0.45,9.02,5.58,0.94,13.75,2.04,7.47,4.48,1.61,0.84,0.59,0.36,0.28,0.16,0.32,0.05,0.03,0.07,0.16,0.02,16.75,5.95,4.97,0.06,0,0.3,0.2,0.77,0.98,3.26,0.23,0.02
362,189,male,homosexual,Chuck Palahniuk,American,1962,2014,52,Beautiful You,English,English,England_Male_Palahniuk_Beautiful You_2014.docx,1,66818,82.21,86.53,2.21,36.74,11.99,21.78,81.01,47.52,13.53,10.16,0.75,0.14,1.08,7.16,1.03,3.37,8.49,13.11,6.83,3.07,4.46,1.29,13.24,4.79,2.17,0.86,1.14,1.62,5.1,2.83,2.21,0.43,0.59,0.53,14.03,0.42,0.25,6,2.47,8.52,1.86,1.17,1.41,1.89,1.3,2.09,4.65,1.73,1.2,1.27,4.33,2.66,0.66,0.67,0.63,5.25,1.06,1.06,2.49,0.79,0.53,7.18,3.41,0.55,12.76,1.91,7.17,4.03,1.94,0.89,0.59,1.85,0.16,0.26,0.28,0.09,0.06,0.03,0.1,0,21.3,7.83,5.69,0.1,0.03,0.38,0.33,0.98,3.51,2.42,0,0.03
363,189,male,homosexual,Chuck Palahniuk,American,1962,2001,39,Choke,English,English,England_Male_Palahniuk_Choke_2001.docx,1,70331,63.55,79.42,31.36,28.16,11.17,13.08,86.4,51.81,16.51,12.07,4.24,0.53,2.22,4.16,0.92,4.4,7.89,12.61,6.91,4.85,6.19,1.69,16.1,4.27,1.67,1.26,1.3,2.23,3.68,1.89,1.75,0.24,0.61,0.38,14.26,0.77,0.34,3.84,1.68,8.9,1.55,0.95,1.21,2.29,1.53,2.52,6.16,2.08,2.37,1.35,4.94,3.02,0.99,0.43,0.7,5.23,1.11,0.95,2.22,1.07,0.45,2.77,11.33,0.96,15.14,2.18,9.01,4.47,1.19,1.07,0.79,0.4,0.4,0.24,0.82,0.34,0.01,0.17,0.12,0,25.53,8.58,7.57,0.15,0.01,0.64,0.05,0.58,4.35,3.6,0,0
364,189,male,homosexual,Chuck Palahniuk,American,1962,2011,49,Damned,English,English,England_Male_Palahniuk_Damned_2011.docx,1,63799,81.13,58.87,39.78,19.11,16.92,20.33,80.39,46.76,13.26,9.93,5.14,0.57,1.19,2.17,0.86,3.33,7.59,13.53,5.24,3.73,5.74,1.29,11.44,4.84,2.08,1.03,1.1,1.85,5.18,2.32,2.77,0.34,1.02,0.61,10.04,0.73,0.39,1.76,1.58,8.56,1.63,0.88,1.01,2.32,1.51,2.52,4.73,1.64,1.43,1.28,4.52,2.83,0.85,0.38,0.75,5.56,1.41,0.9,2.52,0.84,0.48,2.08,7.54,0.77,13.34,1.92,7.68,3.97,1.38,0.98,0.59,0.42,1.08,0.78,0.95,0.59,0.05,0.18,0.08,0.03,21.01,5.81,8.55,0.17,0.13,0.41,0.14,1.26,2.12,2.34,0,0.07
365,189,male,homosexual,Chuck Palahniuk,American,1962,1996,34,Fight Club,English,English,England_Male_Palahniuk_Fight Club_1996.docx,1,50437,75.18,72.66,50.78,17.19,11.67,13.21,85.19,50.64,13.99,10.04,4.42,0.89,2.34,1.79,0.59,3.93,8.9,12.96,7.05,4.03,6.11,1.66,15.63,3.79,1.55,1.19,1.85,1.79,3.73,1.55,2.15,0.15,1.15,0.39,11.36,0.25,0.36,0.95,1.7,7.84,1.15,0.98,1.19,1.91,1.6,2.16,5.05,1.69,1.87,1.13,4.64,2.7,0.95,0.25,0.95,6.6,2.02,0.96,2.78,0.9,0.37,3.78,10.11,1.13,16.37,2.45,9.49,4.78,1.82,1.45,1.05,0.49,0.41,0.5,0.71,0.32,0.06,0.21,0.12,0.02,21.75,8.17,6.66,0.09,0.01,0.39,0.08,0.66,2.73,2.93,0.02,0
366,189,male,homosexual,Chuck Palahniuk,American,1962,1999,37,Invisible Monsters,English,English,England_Male_Palahniuk_Invisible Monsters_1999.docx,1,59512,69.44,71.81,43.16,30.18,12.23,14.08,83.33,50.05,15.07,10.97,4.84,0.97,1.83,2.58,0.74,4.1,7.63,12.77,7,4.42,5.81,1.49,16.04,4.21,1.58,1.28,1.33,2.04,3.66,1.95,1.69,0.2,0.5,0.47,11.65,0.88,0.25,2.28,1.51,8.32,1.31,1.01,1.39,1.9,1.52,2.13,5.51,2.06,1.98,1.17,4.74,2.63,1.1,0.42,0.75,6.11,1.94,0.69,2.6,0.95,0.33,2.92,10.9,0.99,15.67,2.37,9.58,4.08,1.18,0.97,1.08,0.49,0.31,0.42,0.48,0.23,0.05,0.07,0.1,0.01,23.49,7.92,6.85,0.16,0.01,0.33,0.13,0.94,3.81,3.33,0,0
367,189,male,homosexual,Chuck Palahniuk,American,1962,2015,53,Make Something Up,English,English,England_Male_Palahniuk_Make Something Up_2015.docx,1,94717,78.4,80.57,11.1,21.57,13.14,17.45,82.33,49.11,13.88,9.61,1.64,0.25,1.05,5.4,1.27,4.26,8.73,13.11,6.47,3.8,5.51,1.69,14.34,4.36,2.19,1.21,1.27,1.86,4.28,1.99,2.27,0.3,0.64,0.56,13.34,0.73,0.25,2.65,3.85,8.75,1.6,1.1,1.28,1.96,1.51,2.39,5.17,1.86,1.85,1.1,4.09,2.4,0.75,0.31,0.78,5.44,1.17,0.91,2.35,0.86,0.63,5.58,6.16,0.74,14.72,2.33,8.24,4.51,1.41,1.21,0.8,0.6,0.38,0.32,0.45,0.29,0.05,0.05,0.04,0,21.12,7.28,6.55,0.1,0.03,0.41,0.14,1.05,2.68,2.87,0.01,0
368,190,male,homosexual,Hugh Walpole,British,1884,1913,29,Fortitude,English,English,England_Male_Walpole_Fortitude_1913.docx,1,169233,54.32,80.26,13.39,37.6,17.05,14.09,88.07,56.43,16.65,10.82,1.78,0.2,1.26,6.76,0.83,5.8,7.23,13.35,8.77,5.53,6.98,1.64,16.59,4.72,2.13,1.09,1.11,2.18,5.19,2.9,2.23,0.55,0.48,0.68,13.08,0.51,0.27,1.93,5.95,10.25,2.07,0.78,1.51,2.26,2.15,2.57,4.63,2.2,1.29,1.06,2.54,1.57,0.56,0.05,0.36,4.65,0.97,0.73,2.05,0.97,0.39,8.47,5.68,1.22,16.2,2.29,8.35,5.95,0.91,0.75,0.88,0.31,0.25,0.18,0.61,0.05,0.03,0.23,0.34,0,23.95,6.51,6.73,0.1,0.2,0.41,0.4,4.21,2.87,2.27,0.09,0.15
